-54.7774699,21.6820757,10.8029622
-55.3937173,22.4694701,10.9537646
-56.0085780,23.2565856,11.0935405
-56.6178701,24.0444263,11.2215570
-57.2230608,24.8400845,11.3178252
-57.8176345,25.6405578,11.3896514
-58.4003833,26.4491744,11.4362582
-58.9672513,27.2686136,11.4353443
-59.5083521,28.1017672,11.4089108
-60.0261842,28.9601290,11.3096617
-60.5134885,29.8297268,10.9379335
-60.9768535,30.7173984,10.5688191
-61.4132291,31.6165389,10.1996305
-61.8237339,32.5309273,9.7988109
-62.2070213,33.4555763,9.3663186
-62.5642519,34.3800754,8.9002306
-62.9097327,35.3203765,8.3865392
-63.2372600,36.2574366,7.8602213
-63.5490750,37.2055537,7.3227888
-63.8393824,38.1572759,6.7763119
-64.1084616,39.1151941,6.2226822
-64.3528799,40.0875754,5.6655204
-64.5607260,41.0558870,5.1117225
-64.7325138,42.0459112,4.5522896
-64.8336172,43.0425777,3.9877377
-64.8020629,44.0882063,3.6307758
-64.5825886,45.0443330,3.2467921
-64.1221318,45.9063796,2.4507859
-63.3810006,46.3782476,1.5664152
-62.3981733,46.0411337,2.8100579
-61.5331219,45.5418346,3.4714007
-60.7137445,44.9753266,4.0162974
-59.9435066,44.3497044,4.5010543
-59.2125253,43.6585866,4.9482295
-58.5320197,42.9366341,5.3382615
-57.8811786,42.1759442,5.7045016
-57.2617844,41.3894822,6.0490201
-56.6689196,40.5836276,6.3597241
-56.0978558,39.7629418,6.6652390
-55.5496961,38.9331774,6.9649645
-55.0190764,38.0849827,7.2629198
-54.5077385,37.2291708,7.5579250
-54.0092229,36.3661510,7.8494971
-53.5187995,35.4972131,8.1313407
-53.0358860,34.6269924,8.4031872
-52.5562231,33.7502062,8.6652271
-52.0819574,32.8736566,8.9086612
-51.6077411,31.9958113,9.1271276
-51.1276076,31.1171708,9.3215608
-50.6391570,30.2477510,9.4438524
-50.1319321,29.3870162,9.4804888
-49.6000729,28.5414619,9.4547096
-49.0380801,27.7153768,9.3407427
-48.4433835,26.9120751,9.2239032
-47.8174360,26.1368042,9.1035859
-47.1550827,25.3848807,8.8228033
-46.4631047,24.6661321,8.5255228
-45.7408413,23.9819103,8.2293205
-44.9814874,23.3296705,7.9325449
-44.1935269,22.7220059,7.6367141
-43.3709357,22.1597501,7.3424885
-42.5150546,21.6484106,7.0544718
-41.6282953,21.1917065,6.7733212
-40.7114230,20.7944862,6.5003481
-39.7691776,20.4651705,6.2421564
-38.8034888,20.2112125,6.0962116
-37.8197067,20.0391692,5.9817622
-36.8263244,19.9541588,5.8757304
-35.8263209,19.9595815,5.7915843
-34.8326309,20.0583060,5.7247141
-33.8557202,20.2508667,5.6799473
-32.8992157,20.5374686,5.6859188
-31.9744882,20.9134839,5.7358798
-31.0914399,21.3706621,5.8047719
-30.2518156,21.9079063,5.8864007
-29.4659795,22.5180267,6.0126275
-28.7323800,23.1883908,6.1671394
-28.0415519,23.9146423,6.3398663
-27.3986779,24.6802493,6.5315663
-26.7994109,25.4771916,6.7457347
-26.2343819,26.3041492,6.9757621
-25.7021632,27.1489677,7.2354837
-25.1931765,28.0102033,7.5253564
-24.6955313,28.8748297,7.7438478
-24.1871790,29.7368968,7.4479753
-23.6498533,30.5832836,7.0932158
-23.0767711,31.3945271,6.7012315
-22.4509043,32.1744010,6.3075859
-21.7753626,32.9032698,5.9087503
-21.0413682,33.5672614,5.5210824
-20.2349007,34.1630249,5.1545855
-19.3764087,34.6673565,4.8404732
-18.4584386,35.0694147,4.5630249
-17.4969825,35.3429204,4.3361930
-16.5080362,35.4674092,4.2135238
-15.5059604,35.4254785,4.1657954
-14.5412325,35.2018942,4.2525447
-13.6312472,34.8106783,4.4582934
-12.7769694,34.2892304,4.6925562
-11.9980230,33.6776536,4.8789024
-11.2866762,32.9818224,5.0996641
-10.6404087,32.2158949,5.3562008
-10.0602609,31.4040686,5.6679645
-9.5365595,30.5588336,6.0158285
-9.0344659,29.6855175,6.2161772
-8.5305243,28.8213981,5.6943251
-7.9792316,27.9708915,5.2022613
-7.3791655,27.1929309,4.7330788
-6.6643678,26.4658756,4.2480991
-5.8779074,25.8806594,3.8302843
-4.9944970,25.4808515,3.4570200
-4.0094975,25.2906590,3.2835223
-3.0112991,25.3567107,3.3500599
-2.0821006,25.7087824,3.5652092
-1.2913317,26.2923689,3.6913929
-0.6209620,27.0499789,3.8115367
-0.0863164,27.8956184,3.9501035
0.3498562,28.8125995,4.1223788
0.6673435,29.7566438,4.3080392
0.8528869,30.7385199,4.4997701
0.8899938,31.7215009,4.7653161
0.7679626,32.6692934,5.0689085
0.5214755,33.6490061,5.3749769
0.2078964,34.6195960,5.6742363
-0.1335194,35.5667202,5.9775803
-0.4922038,36.4983903,6.2823215
-0.8678375,37.4218289,6.5894756
-1.2671421,38.3369640,6.8922984
-1.6871968,39.2391173,7.1911979
-2.1264557,40.1351360,7.4820407
-2.5808123,41.0224069,7.7625208
-3.0486757,41.9034113,8.0352521
-3.5276993,42.7791910,8.2964189
-4.0149692,43.6495320,8.5455643
-4.5096078,44.5174422,8.7873484
-5.0088767,45.3819080,9.0189324
-5.5116980,46.2439169,9.2398172
-6.0177268,47.1048908,9.4542493
-6.5257007,47.9641566,9.6590412
-7.0354485,48.8225397,9.8555280
-7.5464483,49.6801579,10.0468959
-8.0582662,50.5372205,10.2303783
-8.5707316,51.3943113,10.4076292
-9.0829991,52.2506213,10.5805638
-9.5956378,53.1074614,10.7462490
-10.1084581,53.9646505,10.9059716
-10.6204928,54.8205451,11.0070573
-11.1326372,55.6779063,10.8048353
-11.6417479,56.5362246,10.3819440
-12.1458134,57.3965029,9.8486473
-12.6445788,58.2608290,9.3145817
-13.1374143,59.1274368,8.7775369
-13.6267641,59.9973881,8.2379895
-14.1127330,60.8686997,7.6941255
-14.5932794,61.7391856,7.1517548
-15.0755851,62.6174446,6.6102741
-15.5609653,63.4893156,6.0702102
-16.0682198,64.3518835,5.5312869
-16.6143369,65.1872618,4.9926470
-17.2272551,65.9822409,4.4383690
-17.9282705,66.6911413,3.9499026
-18.7329488,67.2702066,3.5404061
-19.6846897,67.7177408,3.0546628
-20.6042883,67.9104068,3.0435302
-21.4756940,67.5964164,3.4798361
-22.3721758,67.1102217,3.9515495
-23.2796209,66.5941892,4.3849612
-24.2050376,66.1127271,4.0368113
-25.1443462,65.7841670,3.6877007
-26.0821915,65.7328405,3.3583246
-27.0157920,65.9760531,3.2514391
-27.9012919,66.4739560,3.3963907
-28.6345972,67.1578804,3.5536794
-29.2200245,67.9708368,3.7328921
-29.6578911,68.8766472,3.9206498
-29.9387767,69.8326354,4.1178730
-30.0653368,70.8268022,4.3062516
-30.0415575,71.8187351,4.4720272
-29.8809957,72.7986081,4.6034784
-29.5892570,73.7532556,4.6771401
-29.1754690,74.6587491,4.7195366
-28.6466219,75.5019213,4.7443089
-28.0073297,76.2693248,4.7604751
-27.2726075,76.9406930,4.7747992
-26.4546436,77.5109877,4.8016485
-25.5676367,77.9745411,4.8390322
-24.6325558,78.3235563,4.8887254
-23.6595815,78.5575644,4.9565348
-22.6673762,78.6754305,5.0409143
-21.6738214,78.6769068,5.1416465
-20.6830932,78.5631856,5.2506315
-19.7133020,78.3439514,5.3508275
-18.7676432,78.0270553,5.4686705
-17.8525242,77.6211484,5.6167866
-16.9798944,77.1425111,5.8093576
-16.1419894,76.5992196,6.0201610
-15.3403716,76.0023841,6.2461456
-14.5757223,75.3621924,6.4890845
-13.8438033,74.6860134,6.7385432
-13.1381725,73.9776425,6.9908593
-12.4593441,73.2461403,7.2435827
-11.8026907,72.4940173,7.4929193
-11.1651223,71.7242990,7.7395303
-10.5448619,70.9419679,7.9803895
-9.9370052,70.1497124,8.2158540
-9.3404943,69.3501781,8.4473268
-8.7538960,68.5424268,8.6712442
-8.1770494,67.7278390,8.8894847
-7.6089525,66.9073904,9.1033727
-7.0480910,66.0816085,9.3094790
-6.4936573,65.2516224,9.5103335
-5.9446915,64.4181243,9.7069833
-5.4001641,63.5815189,9.8961077
-4.8593964,62.7425511,10.0805017
-4.3216408,61.9017208,10.2609750
-3.7861117,61.0593469,10.4343809
-3.2522399,60.2159689,10.6035361
-2.7194213,59.3719757,10.7690401
-2.1870618,58.5276063,10.9276326
-1.6548487,57.6831814,11.0816710
-1.1226388,56.8387891,11.2317311
-0.5904057,55.9943510,11.3746909
-0.0581862,55.1499328,11.5138350
0.4740278,54.3055282,11.6495604
1.0062572,53.4611002,11.7790898
1.5384789,52.6166851,11.9053783
2.0707012,51.7722704,12.0286947
2.6029256,50.9278531,12.1465443
3.1351480,50.0834395,12.2616116
3.6673783,49.2390139,12.3740696
4.1995967,48.3946077,12.4816589
4.7318191,47.5501950,12.5868408
5.2640568,46.7057572,12.6897137
5.7962646,45.8613595,12.7882139
6.3284737,45.0169269,12.8846206
